grade,unit,section,sectionType,exerciseNumber,sourceImage,sourceAsset,sourceRegion,activityType,verificationStatus,activationStatus
2,6,book-grammar-2,Grammar 2,multiple / mapped,frame_0082.png | frame_0083.png,grade2-source/original/book1/frame_0082.webp | grade2-source/original/book1/frame_0083.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,6,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,frame_0083.png,grade2-source/original/book1/frame_0083.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,6,book-writing,Writing,multiple / mapped,frame_0084.png | frame_0085.png,grade2-source/original/book1/frame_0084.webp | grade2-source/original/book1/frame_0085.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
2,6,book-writing-skill,Writing Skill,multiple / mapped,frame_0084.png | frame_0085.png,grade2-source/original/book1/frame_0084.webp | grade2-source/original/book1/frame_0085.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,6,book-project,Project,multiple / mapped,frame_0084.png | frame_0085.png,grade2-source/original/book1/frame_0084.webp | grade2-source/original/book1/frame_0085.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,6,book-review-unit-check,Review/Unit Check,multiple / mapped,frame_0084.png | frame_0085.png,grade2-source/original/book1/frame_0084.webp | grade2-source/original/book1/frame_0085.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,6,book-value,Value,multiple / mapped,frame_0085.png,grade2-source/original/book1/frame_0085.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,6,sourcebook,Khác,multiple / mapped,frame_0074.png | frame_0075.png | frame_0076.png | frame_0077.png | frame_0078.png | frame_0079.png | frame_0080.png | frame_0081.png | frame_0082.png | frame_0083.png | frame_0084.png | frame_0085.png,grade2-source/original/book1/frame_0074.webp | grade2-source/original/book1/frame_0075.webp | grade2-source/original/book1/frame_0076.webp | grade2-source/original/book1/frame_0077.webp | grade2-source/original/book1/frame_0078.webp | grade2-source/original/book1/frame_0079.webp | grade2-source/original/book1/frame_0080.webp | grade2-source/original/book1/frame_0081.webp | grade2-source/original/book1/frame_0082.webp | grade2-source/original/book1/frame_0083.webp | grade2-source/original/book1/frame_0084.webp | grade2-source/original/book1/frame_0085.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
2,7,book-big-question,Big Question,multiple / mapped,frame_0086.png,grade2-source/original/book1/frame_0086.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
2,7,book-vocabulary-1,Vocabulary 1,multiple / mapped,frame_0087.png | frame_0088.png,grade2-source/original/book1/frame_0087.webp | grade2-source/original/book1/frame_0088.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,7,book-pronunciation,Pronunciation,multiple / mapped,frame_0086.png,grade2-source/original/book1/frame_0086.webp,full_page_capture; section heading or content area,mapping_only,needs_review,mapped_not_yet_interactive
2,7,book-reading-1,Reading 1,multiple / mapped,frame_0088.png | frame_0089.png,grade2-source/original/book1/frame_0088.webp | grade2-source/original/book1/frame_0089.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-reading-skill,Reading Skill,multiple / mapped,frame_0089.png | frame_0093.png,grade2-source/original/book1/frame_0089.webp | grade2-source/original/book1/frame_0093.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-grammar-1,Grammar 1,multiple / mapped,frame_0090.png,grade2-source/original/book1/frame_0090.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,frame_0090.png,grade2-source/original/book1/frame_0090.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-listening,Listening,multiple / mapped,frame_0090.png | frame_0091.png,grade2-source/original/book1/frame_0090.webp | grade2-source/original/book1/frame_0091.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-speaking-communication,Speaking/Communication,multiple / mapped,frame_0090.png | frame_0095.png | frame_0097.png,grade2-source/original/book1/frame_0090.webp | grade2-source/original/book1/frame_0095.webp | grade2-source/original/book1/frame_0097.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-vocabulary-2,Vocabulary 2,multiple / mapped,frame_0091.png | frame_0092.png,grade2-source/original/book1/frame_0091.webp | grade2-source/original/book1/frame_0092.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,7,book-reading-2,Reading 2,multiple / mapped,frame_0092.png | frame_0093.png | frame_0094.png,grade2-source/original/book1/frame_0092.webp | grade2-source/original/book1/frame_0093.webp | grade2-source/original/book1/frame_0094.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-grammar-2,Grammar 2,multiple / mapped,frame_0094.png | frame_0095.png,grade2-source/original/book1/frame_0094.webp | grade2-source/original/book1/frame_0095.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,frame_0095.png,grade2-source/original/book1/frame_0095.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-writing,Writing,multiple / mapped,frame_0096.png | frame_0097.png,grade2-source/original/book1/frame_0096.webp | grade2-source/original/book1/frame_0097.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-writing-skill,Writing Skill,multiple / mapped,frame_0096.png,grade2-source/original/book1/frame_0096.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-review-unit-check,Review/Unit Check,multiple / mapped,frame_0096.png | frame_0097.png,grade2-source/original/book1/frame_0096.webp | grade2-source/original/book1/frame_0097.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-value,Value,multiple / mapped,frame_0097.png,grade2-source/original/book1/frame_0097.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,book-project,Project,multiple / mapped,frame_0097.png,grade2-source/original/book1/frame_0097.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,7,sourcebook,Khác,multiple / mapped,frame_0086.png | frame_0087.png | frame_0088.png | frame_0089.png | frame_0090.png | frame_0091.png | frame_0092.png | frame_0093.png | frame_0094.png | frame_0095.png | frame_0096.png | frame_0097.png,grade2-source/original/book1/frame_0086.webp | grade2-source/original/book1/frame_0087.webp | grade2-source/original/book1/frame_0088.webp | grade2-source/original/book1/frame_0089.webp | grade2-source/original/book1/frame_0090.webp | grade2-source/original/book1/frame_0091.webp | grade2-source/original/book1/frame_0092.webp | grade2-source/original/book1/frame_0093.webp | grade2-source/original/book1/frame_0094.webp | grade2-source/original/book1/frame_0095.webp | grade2-source/original/book1/frame_0096.webp | grade2-source/original/book1/frame_0097.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
2,8,book-big-question,Big Question,multiple / mapped,018.png,grade2-source/original/book2/018.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
2,8,book-vocabulary-1,Vocabulary 1,multiple / mapped,019.png | 020.png | 021.png,grade2-source/original/book2/019.webp | grade2-source/original/book2/020.webp | grade2-source/original/book2/021.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,8,book-pronunciation,Pronunciation,multiple / mapped,frame_0098.png,grade2-source/original/book1/frame_0098.webp,full_page_capture; section heading or content area,mapping_only,needs_review,mapped_not_yet_interactive
2,8,book-reading-1,Reading 1,multiple / mapped,020.png | 021.png | 022.png,grade2-source/original/book2/020.webp | grade2-source/original/book2/021.webp | grade2-source/original/book2/022.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-reading-skill,Reading Skill,multiple / mapped,021.png | 025.png,grade2-source/original/book2/021.webp | grade2-source/original/book2/025.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-grammar-1,Grammar 1,multiple / mapped,022.png,grade2-source/original/book2/022.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,022.png,grade2-source/original/book2/022.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-listening,Listening,multiple / mapped,022.png | 023.png | 025.png,grade2-source/original/book2/022.webp | grade2-source/original/book2/023.webp | grade2-source/original/book2/025.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-speaking-communication,Speaking/Communication,multiple / mapped,frame_0098.png | frame_0099.png | 022.png | 027.png,grade2-source/original/book1/frame_0098.webp | grade2-source/original/book1/frame_0099.webp | grade2-source/original/book2/022.webp | grade2-source/original/book2/027.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-vocabulary-2,Vocabulary 2,multiple / mapped,023.png | 024.png | 025.png,grade2-source/original/book2/023.webp | grade2-source/original/book2/024.webp | grade2-source/original/book2/025.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,8,book-reading-2,Reading 2,multiple / mapped,024.png | 025.png | 026.png | 027.png,grade2-source/original/book2/024.webp | grade2-source/original/book2/025.webp | grade2-source/original/book2/026.webp | grade2-source/original/book2/027.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-grammar-2,Grammar 2,multiple / mapped,026.png | 027.png,grade2-source/original/book2/026.webp | grade2-source/original/book2/027.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,027.png,grade2-source/original/book2/027.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-writing,Writing,multiple / mapped,frame_0098.png | frame_0099.png | 028.png | 029.png,grade2-source/original/book1/frame_0098.webp | grade2-source/original/book1/frame_0099.webp | grade2-source/original/book2/028.webp | grade2-source/original/book2/029.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-writing-skill,Writing Skill,multiple / mapped,028.png,grade2-source/original/book2/028.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-value,Value,multiple / mapped,029.png,grade2-source/original/book2/029.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-project,Project,multiple / mapped,029.png,grade2-source/original/book2/029.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,book-review-unit-check,Review/Unit Check,multiple / mapped,029.png,grade2-source/original/book2/029.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,8,sourcebook,Khác,multiple / mapped,frame_0098.png | frame_0099.png | frame_0100.png | 018.png | 019.png | 020.png | 021.png | 022.png | 023.png | 024.png | 025.png | 026.png | 027.png | 028.png | 029.png,grade2-source/original/book1/frame_0098.webp | grade2-source/original/book1/frame_0099.webp | grade2-source/original/book1/frame_0100.webp | grade2-source/original/book2/018.webp | grade2-source/original/book2/019.webp | grade2-source/original/book2/020.webp | grade2-source/original/book2/021.webp | grade2-source/original/book2/022.webp | grade2-source/original/book2/023.webp | grade2-source/original/book2/024.webp | grade2-source/original/book2/025.webp | grade2-source/original/book2/026.webp | grade2-source/original/book2/027.webp | grade2-source/original/book2/028.webp | grade2-source/original/book2/029.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
2,9,book-big-question,Big Question,multiple / mapped,030.png,grade2-source/original/book2/030.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
2,9,book-vocabulary-1,Vocabulary 1,multiple / mapped,031.png | 032.png,grade2-source/original/book2/031.webp | grade2-source/original/book2/032.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,9,book-pronunciation,Pronunciation,multiple / mapped,030.png,grade2-source/original/book2/030.webp,full_page_capture; section heading or content area,mapping_only,needs_review,mapped_not_yet_interactive
2,9,book-reading-1,Reading 1,multiple / mapped,032.png | 033.png,grade2-source/original/book2/032.webp | grade2-source/original/book2/033.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-reading-skill,Reading Skill,multiple / mapped,033.png | 037.png,grade2-source/original/book2/033.webp | grade2-source/original/book2/037.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-grammar-1,Grammar 1,multiple / mapped,034.png,grade2-source/original/book2/034.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,034.png,grade2-source/original/book2/034.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-listening,Listening,multiple / mapped,034.png | 035.png,grade2-source/original/book2/034.webp | grade2-source/original/book2/035.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-speaking-communication,Speaking/Communication,multiple / mapped,034.png | 039.png | 040.png | 041.png,grade2-source/original/book2/034.webp | grade2-source/original/book2/039.webp | grade2-source/original/book2/040.webp | grade2-source/original/book2/041.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-vocabulary-2,Vocabulary 2,multiple / mapped,035.png | 036.png | 037.png,grade2-source/original/book2/035.webp | grade2-source/original/book2/036.webp | grade2-source/original/book2/037.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,9,book-reading-2,Reading 2,multiple / mapped,036.png | 037.png | 038.png | 039.png,grade2-source/original/book2/036.webp | grade2-source/original/book2/037.webp | grade2-source/original/book2/038.webp | grade2-source/original/book2/039.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-grammar-2,Grammar 2,multiple / mapped,038.png | 039.png,grade2-source/original/book2/038.webp | grade2-source/original/book2/039.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,039.png,grade2-source/original/book2/039.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-writing,Writing,multiple / mapped,040.png | 041.png,grade2-source/original/book2/040.webp | grade2-source/original/book2/041.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-writing-skill,Writing Skill,multiple / mapped,040.png,grade2-source/original/book2/040.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-value,Value,multiple / mapped,041.png,grade2-source/original/book2/041.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-project,Project,multiple / mapped,041.png,grade2-source/original/book2/041.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,book-review-unit-check,Review/Unit Check,multiple / mapped,041.png,grade2-source/original/book2/041.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,9,sourcebook,Khác,multiple / mapped,030.png | 031.png | 032.png | 033.png | 034.png | 035.png | 036.png | 037.png | 038.png | 039.png | 040.png | 041.png,grade2-source/original/book2/030.webp | grade2-source/original/book2/031.webp | grade2-source/original/book2/032.webp | grade2-source/original/book2/033.webp | grade2-source/original/book2/034.webp | grade2-source/original/book2/035.webp | grade2-source/original/book2/036.webp | grade2-source/original/book2/037.webp | grade2-source/original/book2/038.webp | grade2-source/original/book2/039.webp | grade2-source/original/book2/040.webp | grade2-source/original/book2/041.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
2,10,book-big-question,Big Question,multiple / mapped,042.png,grade2-source/original/book2/042.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
2,10,book-vocabulary-1,Vocabulary 1,multiple / mapped,043.png | 044.png | 045.png,grade2-source/original/book2/043.webp | grade2-source/original/book2/044.webp | grade2-source/original/book2/045.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,10,book-pronunciation,Pronunciation,multiple / mapped,042.png,grade2-source/original/book2/042.webp,full_page_capture; section heading or content area,mapping_only,needs_review,mapped_not_yet_interactive
2,10,book-reading-1,Reading 1,multiple / mapped,044.png | 045.png | 046.png,grade2-source/original/book2/044.webp | grade2-source/original/book2/045.webp | grade2-source/original/book2/046.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-reading-skill,Reading Skill,multiple / mapped,045.png | 049.png,grade2-source/original/book2/045.webp | grade2-source/original/book2/049.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-grammar-1,Grammar 1,multiple / mapped,046.png,grade2-source/original/book2/046.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,046.png,grade2-source/original/book2/046.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-listening,Listening,multiple / mapped,046.png | 047.png,grade2-source/original/book2/046.webp | grade2-source/original/book2/047.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-speaking-communication,Speaking/Communication,multiple / mapped,046.png | 049.png | 050.png | 051.png | 053.png,grade2-source/original/book2/046.webp | grade2-source/original/book2/049.webp | grade2-source/original/book2/050.webp | grade2-source/original/book2/051.webp | grade2-source/original/book2/053.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-vocabulary-2,Vocabulary 2,multiple / mapped,047.png | 048.png | 049.png,grade2-source/original/book2/047.webp | grade2-source/original/book2/048.webp | grade2-source/original/book2/049.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,10,book-reading-2,Reading 2,multiple / mapped,048.png | 049.png | 050.png | 051.png,grade2-source/original/book2/048.webp | grade2-source/original/book2/049.webp | grade2-source/original/book2/050.webp | grade2-source/original/book2/051.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-grammar-2,Grammar 2,multiple / mapped,050.png | 051.png,grade2-source/original/book2/050.webp | grade2-source/original/book2/051.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,051.png,grade2-source/original/book2/051.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-writing,Writing,multiple / mapped,052.png | 053.png,grade2-source/original/book2/052.webp | grade2-source/original/book2/053.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-writing-skill,Writing Skill,multiple / mapped,052.png,grade2-source/original/book2/052.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-value,Value,multiple / mapped,053.png,grade2-source/original/book2/053.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-project,Project,multiple / mapped,053.png,grade2-source/original/book2/053.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,book-review-unit-check,Review/Unit Check,multiple / mapped,053.png,grade2-source/original/book2/053.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,10,sourcebook,Khác,multiple / mapped,042.png | 043.png | 044.png | 045.png | 046.png | 047.png | 048.png | 049.png | 050.png | 051.png | 052.png | 053.png,grade2-source/original/book2/042.webp | grade2-source/original/book2/043.webp | grade2-source/original/book2/044.webp | grade2-source/original/book2/045.webp | grade2-source/original/book2/046.webp | grade2-source/original/book2/047.webp | grade2-source/original/book2/048.webp | grade2-source/original/book2/049.webp | grade2-source/original/book2/050.webp | grade2-source/original/book2/051.webp | grade2-source/original/book2/052.webp | grade2-source/original/book2/053.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
2,11,book-big-question,Big Question,multiple / mapped,054.png,grade2-source/original/book2/054.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
2,11,book-vocabulary-1,Vocabulary 1,multiple / mapped,055.png | 056.png,grade2-source/original/book2/055.webp | grade2-source/original/book2/056.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,11,book-pronunciation,Pronunciation,multiple / mapped,054.png,grade2-source/original/book2/054.webp,full_page_capture; section heading or content area,mapping_only,needs_review,mapped_not_yet_interactive
2,11,book-reading-1,Reading 1,multiple / mapped,056.png | 057.png | 058.png,grade2-source/original/book2/056.webp | grade2-source/original/book2/057.webp | grade2-source/original/book2/058.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-reading-skill,Reading Skill,multiple / mapped,057.png | 061.png,grade2-source/original/book2/057.webp | grade2-source/original/book2/061.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-grammar-1,Grammar 1,multiple / mapped,058.png,grade2-source/original/book2/058.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,058.png,grade2-source/original/book2/058.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-listening,Listening,multiple / mapped,058.png | 059.png,grade2-source/original/book2/058.webp | grade2-source/original/book2/059.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-speaking-communication,Speaking/Communication,multiple / mapped,058.png | 063.png,grade2-source/original/book2/058.webp | grade2-source/original/book2/063.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-vocabulary-2,Vocabulary 2,multiple / mapped,059.png | 060.png | 061.png,grade2-source/original/book2/059.webp | grade2-source/original/book2/060.webp | grade2-source/original/book2/061.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,11,book-reading-2,Reading 2,multiple / mapped,060.png | 061.png | 062.png | 063.png,grade2-source/original/book2/060.webp | grade2-source/original/book2/061.webp | grade2-source/original/book2/062.webp | grade2-source/original/book2/063.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-grammar-2,Grammar 2,multiple / mapped,062.png | 063.png,grade2-source/original/book2/062.webp | grade2-source/original/book2/063.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-grammar-practice-2,Grammar Practice 2,multiple / mapped,063.png,grade2-source/original/book2/063.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-writing,Writing,multiple / mapped,064.png | 065.png,grade2-source/original/book2/064.webp | grade2-source/original/book2/065.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-writing-skill,Writing Skill,multiple / mapped,064.png,grade2-source/original/book2/064.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-value,Value,multiple / mapped,065.png,grade2-source/original/book2/065.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-project,Project,multiple / mapped,065.png,grade2-source/original/book2/065.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,book-review-unit-check,Review/Unit Check,multiple / mapped,065.png,grade2-source/original/book2/065.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,11,sourcebook,Khác,multiple / mapped,054.png | 055.png | 056.png | 057.png | 058.png | 059.png | 060.png | 061.png | 062.png | 063.png | 064.png | 065.png,grade2-source/original/book2/054.webp | grade2-source/original/book2/055.webp | grade2-source/original/book2/056.webp | grade2-source/original/book2/057.webp | grade2-source/original/book2/058.webp | grade2-source/original/book2/059.webp | grade2-source/original/book2/060.webp | grade2-source/original/book2/061.webp | grade2-source/original/book2/062.webp | grade2-source/original/book2/063.webp | grade2-source/original/book2/064.webp | grade2-source/original/book2/065.webp,full_page_capture,mapping_only,verified_from_image,mapped_not_yet_interactive
2,12,book-big-question,Big Question,multiple / mapped,066.png,grade2-source/original/book2/066.webp,full_page_capture; section heading or content area,mapping_only,verified_from_image,mapped_not_yet_interactive
2,12,book-vocabulary-1,Vocabulary 1,multiple / mapped,067.png | 068.png,grade2-source/original/book2/067.webp | grade2-source/original/book2/068.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
2,12,book-pronunciation,Pronunciation,multiple / mapped,066.png,grade2-source/original/book2/066.webp,full_page_capture; section heading or content area,mapping_only,needs_review,mapped_not_yet_interactive
2,12,book-reading-1,Reading 1,multiple / mapped,068.png | 069.png | 070.png,grade2-source/original/book2/068.webp | grade2-source/original/book2/069.webp | grade2-source/original/book2/070.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
2,12,book-reading-skill,Reading Skill,multiple / mapped,069.png | 073.png,grade2-source/original/book2/069.webp | grade2-source/original/book2/073.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-grammar-1,Grammar 1,multiple / mapped,070.png,grade2-source/original/book2/070.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
2,12,book-grammar-practice-1,Grammar Practice 1,multiple / mapped,070.png,grade2-source/original/book2/070.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-listening,Listening,multiple / mapped,070.png | 071.png | 072.png | 073.png,grade2-source/original/book2/070.webp | grade2-source/original/book2/071.webp | grade2-source/original/book2/072.webp | grade2-source/original/book2/073.webp,full_page_capture; section heading or content area,mapping_only,ocr_extracted_needs_review,blocked_needs_visual_review
2,12,book-speaking-communication,Speaking/Communication,multiple / mapped,070.png | 075.png | 076.png | 077.png,grade2-source/original/book2/070.webp | grade2-source/original/book2/075.webp | grade2-source/original/book2/076.webp | grade2-source/original/book2/077.webp,full_page_capture; section heading or content area,interactive_bookExercise,ocr_extracted_needs_review,active
2,12,book-vocabulary-2,Vocabulary 2,multiple / mapped,071.png | 072.png | 073.png,grade2-source/original/book2/071.webp | grade2-source/original/book2/072.webp | grade2-source/original/book2/073.webp,full_page_capture; section heading or content area,interactive_bookExercise,verified_from_image,active
